Serial,Garden Name,Reg No,Region,District,Subdivision,Company Status,Grant Area (Ha),Tea Area (Ha),Association,Estate Address,Estate Phone,Estate Email,Owner Entity,Directory Owner Address,Directory Owner Phone,Directory Owner Email,CEO Name,CEO Phone,CEO Email,HQ City,Scraped HQ Name,Scraped HQ Address,Scraped HQ PIN Code,Scraped HQ Phone,Scraped HQ Website,Latitude,Longitude,Place ID,Google Maps URL,HQ Match Status
149,"MARAPUR TEA ESTATE","254","Terai","DARJEELING","NUXALBARI","Proprietorship",151.75,137.37,"TRA","P.O. BELGACHI DIST. DARJEELING, (WB)","7679180621","","AJIT PRASAD","DEONAR TEA PLANTATION, PARK, PALACE 3RD FLOOR HILCART, ROAD SILIGURI","03532430930","","AJIT PRASAD","03532430930","","Siliguri","Ajit Prasad","Bagrakote Oppo, Ajit Prasad, FCI Godown, Hakimpara, Subhas Pally, Siliguri, West Bengal 734001","734001","","",26.7044438,88.43498149999999,"ChIJT5FkZENB5DkRZFngeLCiKMQ","https://maps.google.com/maps/preview/place/Bagrakote+Oppo,+Ajit+Prasad,+FCI+Godown,+Hakimpara,+Subhas+Pally,+Siliguri,+West+Bengal+734001/@26.7044438,88.4349815,3564a,13.1y/data=!4m2!3m1!1s0x39e441436464914f:0xc428a2b078e05964","matched"
150,"MERRYVIEW TEA ESTATE","666","Terai","DARJEELING","NUXALBARI","Public Ltd Co",479.73,396.05,"ITA","P.O. HATIGHISA DIST. DARJEELING, (WB)","9679997374","kdas@midgroup.in","GIRDHAR GOPAL DALMIA","M/S DALMIA TEA PLANTATION&, INDUSTRIES LIMITED,, DALMISAHOUSE, 392, BLOCK-G,, KOLKATA-700053, ggdalmia@midgroup.in","03323984089/ 03323981890","kolkata@midgroup.in","G.G. DALMIA","03323984089/ 03323981890/","kolkata@midgroup.in","Kolkata","Dalmia Bharat Group Regional Office - East","16th floor, Dalmia Bharat Group Regional Office - East, Merlin Acropolis, 1858, Rajdanga Main Rd, Shantipally, Sector B, East Kolkata Twp, Kolkata, West Bengal 700107","700107","033 6701 2600","",22.5151885,88.3934,"ChIJ66qIwVJxAjoRNVqsCGNtw38","https://www.google.com/maps/place/?q=place_id:ChIJ66qIwVJxAjoRNVqsCGNtw38","partial"
151,"NUXALBARI","32","Terai","DARJEELING","NUXALBARI","Proprietorship",458.78,427.95,"TAI","PO: NAKSALBARI DIST: DARJELLING","03532488362","nuxalbariteaestate@gmail.com","NUXALBARI TEA CO LTD","7/3 BURDWAN ROAD KOLKATA-27","03324796998","jabbar@rediffmail.com","LALITA JABBAR","03324796998","jabbar@rediffmail.com","Kolkata","Nuxalbari Tea Factory & Office","Nuxalbari Tea Factory & Office, Nuxalbari Tea Estate, Naxalbari, Hoda Bhitar Chhat, West Bengal 734429","734429","096411 00574","http://nuxalbaritea.com/",26.6738817,88.20372669999999,"ChIJd5TIfolM5DkRkg2YOJphjf4","https://www.google.com/maps/place/?q=place_id:ChIJd5TIfolM5DkRkg2YOJphjf4","matched"
152,"ORD TERAI TEA GARDEN","2634","Terai","DARJEELING","NUXALBARI","Public Ltd Co",578.91,456.5,"TRA","ORD TERAI TEA GARDEN P.O:, BELGACHI DIST; DARJEELING","9331266167","duars@vsnl.net","DUARS UNION TEA CO. LTD","3A RIPON STREET KOLKATA, 700016","03322293112","duars@vsnl.net","B.P. AGGARWAL","03322293112","duars@vsnl.net","Kolkata","Duars Union Tea Co. Limited","Duars Union Tea Co. Limited, 3A, Ripon St, Near Anthropological Survey of India, Esplanade, Taltala, Kolkata, West Bengal 700016","700016","033 2227 3388","",22.5534094,88.3551842,"ChIJvTzrHgV3AjoRhD9gLsmmndM","https://maps.google.com/maps/preview/place/Duars+Union+Tea+Co.+Limited,+3A,+Ripon+St,+Near+Anthropological+Survey+of+India,+Esplanade,+Taltala,+Kolkata,+West+Bengal+700016/@22.5534094,88.3551842,3685a,13.1y/data=!4m2!3m1!1s0x3a0277051eeb3cbd:0xd39da6c92e603f84","matched"
153,"PAHARGOOMIAH TEA ESTATE","2526","Terai","DARJEELING","NUXALBARI","Proprietorship",994.48,694.78,"TRA","PAHARGOOMIAH TEA ESTATE P.O:, BAGDOGRA DIST: DARJEELING","0353 6450322","pahargoomiah-te@yahaoo.com","PAHARGOOMIAH TEA","INDUSTRIES PVT. LTD, NICCO HOUSE 6TH FLOOR 2, HARE STREET, KOLKATA 700 001, E-, Mail :pahargoomiah@bhatkawa.com","03322489916","pahargoomiah@bhatkawa.com","SUDARSHAN JALAN","033 22485422","pahargoomiah@bhatkawa.com","Kolkata","Pahargoomiah Tea Industries Pvt Ltd","6TH FLOOR, Pahargoomiah Tea Industries Pvt Ltd, Nicco House, 2, Hare St, B.B.D. Bagh, Kolkata, West Bengal 700001","700001","033 2248 9916","http://www.pahargoomiahtea.com/",22.5713318,88.3458527,"ChIJgztZhhx3AjoRMnWF8RAh86c","https://maps.google.com/maps/preview/place/6TH+FLOOR,+Pahargoomiah+Tea+Industries+Pvt+Ltd,+Nicco+House,+2,+Hare+St,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5713318,88.3458527,3684a,13.1y/data=!4m2!3m1!1s0x3a02771c86593b83:0xa7f32110f1857532","matched"
154,"PANIGHATA","G 39","Terai","DARJEELING","NUXALBARI","Public Ltd Co",617.86,458.44,"TAI","PO- BELGHACHI, DIST-, DARJEELING,WB","9932439079","","THE NEW TRAI ASSOCIATION LTD DEEPAK BERLIA","THE NEW TERAI ASSOCIATION      PO- BE, LTD, 26, BURTOLLA STREET,      DARJEE, KOLKATA                        Tel :9","9","deepakberlia@yahoo.com","LGHACHI, DIST-","","deepakberlia@yahoo.com","Kolkata","Trustea Sustainable Tea Foundation","Trustea Sustainable Tea Foundation, Chambers Mall, 506, Sector E, East Kolkata Twp, Kolkata, West Bengal 700107","700107","033 4073 2658","https://www.trustea.org/",22.5138888,88.3942976,"ChIJhXUtUUlxAjoRB-FE2Uqsg5E","https://www.google.com/maps/place/?q=place_id:ChIJhXUtUUlxAjoRB-FE2Uqsg5E","matched"
155,"SACHINDRA CHANDRA TEA ESTATE","119","Terai","DARJEELING","NUXALBARI","Public Ltd Co",377.43,224.02,"TRA","P.O. KHARIBARI,DIST-, DARJEELING,WEST BENGAL","03532005190","teraitea@gmail.com","SHRI AJIT KUMAR AGARWALA","THE KHARIBARI TEA CO. LTD., AGARWALA HOUSE,2ND, MILE,SEVOKE ROAD,SILIGURI","","","SHRI V.D. DUA","","teraitea@gmail.com","Siliguri","Dr. Ajit Kumar Singh - Best Nephrologist in Siliguri | Kidney Doctor in Siliguri | Best Kidney Transplant Doctor in Siliguri","Dr. Ajit Kumar Singh - Best Nephrologist in Siliguri | Kidney Doctor in Siliguri | Best Kidney Transplant Doctor in Siliguri, Inside Uttarayan Township City centre Matigara, Siliguri, West Bengal 734010","734010","","http://drajitkumarsingh.co.in/",26.734320099999998,88.39135689999999,"ChIJB6mQXWVH5DkRUaKL-GL3pdY","https://www.google.com/maps/place/?q=place_id:ChIJB6mQXWVH5DkRUaKL-GL3pdY","partial"
156,"SANNYASITHAN","161","Terai","DARJEELING","NUXALBARI","Public Ltd Co",207.97,128.81,"ITA","PO-BAGDOGRA, DIST-, DARJEELING,WB","0353-2005562","","SANNYASITHAN TEA CO.PVT. LTD R K SINGH","RN MUKHERJEE ROAD 700001     RN MUKHERJEE","033-22484861            700001","","ROAD, KOLKATA-","","","Kolkata","Sannyasithan Tea Estate","M7XV+VC7 Sannyasithan Tea Estate, Sannyasi Thaner Chhat, West Bengal 734014","734014","","",26.6996596,88.2935519,"ChIJVVVVldFI5DkRss87tW_WfkY","https://www.google.com/maps/place/?q=place_id:ChIJVVVVldFI5DkRss87tW_WfkY","matched"
157,"SATISH CHANDRA TEA ESTATE","119","Terai","DARJEELING","NUXALBARI","Public Ltd Co",145,134.01,"ITPA","P.O. NAKSALBARI,DIST DARJEELING","9474384225","","SOUTHERN TERAI TEA CO (P)","LTD., 98 BM, SARANI,MAHANANDAPARA,SILIGU, RI","9474386293","","SOUTHERN TERAI TEA CO (P)","9474386293","","Other / Unspecified","TERAI TEA FARMER PRODUCER COMPANY LIMITED","TERAI TEA FARMER PRODUCER COMPANY LIMITED, KESHORDOBA, Khoribari, West Bengal 734427","734427","097349 65214","https://v0-terai-tea-website.vercel.app/",26.5539673,88.1916811,"ChIJ9f5YTvxT5DkRpCLPLzrclx8","https://www.google.com/maps/place/?q=place_id:ChIJ9f5YTvxT5DkRpCLPLzrclx8","matched"
158,"SINGHIA JHORA TEA ESTATE","2436","Terai","DARJEELING","NUXALBARI","Proprietorship",150.03,129.18,"ITA","P.O. BAGDOGRA DIST. DARJEELING, (WB)","03532004168","singhisjhorste@gmail.com","SINGHIA JHORA TEA CO. (P) LTD","TIRUMALA HOUSE 51, SHAKESPEARE SARANI, 2ND, FLOOR, KOL-17","033257604","","MOHAN KRISHNA","033257604","","Kolkata","Singhia Jhora Tea Co Pvt Ltd","Singhia Jhora Tea Co Pvt Ltd, 51, Shakespeare Sarani, Park Circus, Park Street area, Kolkata, West Bengal 700017","700017","","",22.5442189,88.360806,"ChIJHbthXB53AjoRe_8GFnzLN48","https://maps.google.com/maps/preview/place/Singhia+Jhora+Tea+Co+Pvt+Ltd,+51,+Shakespeare+Sarani,+Park+Circus,+Park+Street+area,+Kolkata,+West+Bengal+700017/@22.5442189,88.360806,3685a,13.1y/data=!4m2!3m1!1s0x3a02771e5c61bb1d:0x8f37cb7c1606ff7b","matched"
159,"TAIPOO","Q-31","Terai","DARJEELING","NUXALBARI","Public Ltd Co",393.79,298.67,"TRA","PO- KESTOPUR, BAGDOGRA-734014,, DARJEELING, WEST BENGAL","0353-2004121","taipooslg@rediffmail.com","GILLANDERS ARBUTHNOT & CO.","LTD., C-4, GILLANDERS HOUSE, NETAJI, SUBHAS ROAD, KOLKATA -1","033-22302331","gillander@cal3.vsnl.in","M. SODHANI","033-22302331","gillander@cal3.vsnl.in","Kolkata","Gillanders Arbuthnot & Co. Ltd.","Gillanders Arbuthnot & Co. Ltd., C-4, Netaji Subhas Rd, Kolkata, West Bengal 700001","700001","033 2230 2331","http://gillandersindia.org/",22.5765881,88.3494291,"ChIJ77mAR7t3AjoRQ_qTzdpGa8I","https://maps.google.com/maps/preview/place/Gillanders+Arbuthnot+%26+Co.+Ltd.,+C-4,+Netaji+Subhas+Rd,+Kolkata,+West+Bengal+700001/@22.5765881,88.3494291,3684a,13.1y/data=!4m2!3m1!1s0x3a0277bb4780b9ef:0xc26b46dacd93fa43","matched"
160,"THANJHORA TEA ESTATE","707","Terai","DARJEELING","NUXALBARI","Public Ltd Co",456.81,361.72,"TRA","P.O. KHORIBARI,WEST BENGAL","03532005285","thanjhora@gmail.com","JALPAIGURI DOOARS TEA CO.","LTD., HINDUSTAN BUILDING,4 C.R., AVENEUE,KOLKATA","22126753","new_tea@vsnl.in","ROSHANLAL AGARWALA","22126753","new_tea@vsnl.in","Kolkata","Darjeeling Dooars Plantations Tea Limited","4th Floor, Darjeeling Dooars Plantations Tea Limited, Nicco House, 2, Hare St, Above Canara Bank, B.B.D. Bagh, Kolkata, West Bengal 700001","700001","033 2248 7908","",22.5713318,88.3458527,"ChIJhee-ACZ3AjoRR4JZfTemkLU","https://www.google.com/maps/place/?q=place_id:ChIJhee-ACZ3AjoRR4JZfTemkLU","matched"
161,"TIRRIHANNAH CO LTD","E-51","Terai","DARJEELING","NUXALBARI","Public Sector",450.7,362.12,"TAI","BAGDOGRA DARJEELING","0","tirrihannah.co@gmail.com","TIRRIHANNAH CO LTD","0","0","","GHANSHYAM DASKANKANI","22487093","tirrihannah.co@gmail.com","Other / Unspecified","Tirrihannah Tea Factory","Q787+H9V Tirrihannah Tea Factory, Tirrihannah Tea Garden, Ord Terai Tea Garden, West Bengal 734423","734423","","",26.7664808,88.26341819999999,"ChIJfclsTupJ5DkRgASiF53Pbes","https://www.google.com/maps/place/?q=place_id:ChIJfclsTupJ5DkRgASiF53Pbes","matched"
162,"ATIABARI TEA ESTATE","725","Dooars","JALPAIGURI","KALCHINI","Public Ltd Co",757.64,556.57,"ITPA","P.O. ATIABARI BAGAN,DIST, JALPAIGURI","03566 200131","","ATIABARI TEA COMPANY LTD","2ND MILE,233 SEOKE, ROAD,SILIGURI","03532544704","sevokemotors@vsnl.net","MR. NARENDRA BERLIA","03532544704","sevokemotors@vsnl.net","Siliguri","Awwal Tea","Awwal Tea, Sevoke Rd, near sachitra hotel, Jyoti Nagar, Bankim Nagar, Siliguri, West Bengal 734001","734001","","https://awwaltea.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=6826128395188206104",26.7351718,88.4351987,"ChIJPzzqDgRB5DkRKUIccNO3kP0","https://www.google.com/maps/place/?q=place_id:ChIJPzzqDgRB5DkRKUIccNO3kP0","matched"
163,"BEECH TEA ESTATE","P-6","Dooars","JALPAIGURI","KALCHINI","Public Ltd Co",934.66,785.12,"ITA","P.O. HASIMARA DIST. JALPAIGURI, (WB)","9434045937","beech@westcong.com","KANISKA SETHIA","M/S THE DIBRUGHAR TEA CO., LTD. ASHOKA HOUSE 3A HARE, STREET KOLKATA 700001","03322622669","sumeet@westcong.com","S. ROY CHOWDHURY","03322622669","sumeet@westcong.com","Kolkata","KANISHKA SHIPPING LINES","KANISHKA SHIPPING LINES, 23A, Netaji Subhas Rd, Fairley Place, B.B.D. Bagh, Kolkata, West Bengal 700001","700001","099337 56004","",22.576022299999998,88.3484723,"ChIJ-c8c59R3AjoRImhCV-lj6LQ","https://maps.google.com/maps/preview/place/KANISHKA+SHIPPING+LINES,+23A,+Netaji+Subhas+Rd,+Fairley+Place,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5760223,88.3484723,3684a,13.1y/data=!4m2!3m1!1s0x3a0277d4e71ccff9:0xb4e863e957426822","partial"
164,"BHARNOBARI TEA ESTATE","P-7","Dooars","JALPAIGURI","KALCHINI","Public Ltd Co",867.49,726.74,"TRA","P.O. HASIMARA DIST. JALPAIGURI, (WB)","9476372408","","BARNOBARI TEA & INDUSTRIES PVT. LTD.","25 SWALLOW LANE KOLKATA1","03324482858","","S. JOSHI","03324482858","","Kolkata","Bharnobari Tea & Industries Ltd.","Bharnobari Tea & Industries Ltd., 34, Raja Santosh Rd, Mangalam, Alipore, Kolkata, West Bengal 700027","700027","","",22.518554899999998,88.3315233,"ChIJzUYw_FJ3AjoR1foM2yUKYhQ","https://maps.google.com/maps/preview/place/Bharnobari+Tea+%26+Industries+Ltd.,+34,+Raja+Santosh+Rd,+Mangalam,+Alipore,+Kolkata,+West+Bengal+700027/@22.5185549,88.3315233,3686a,13.1y/data=!4m2!3m1!1s0x3a027752fc3046cd:0x14620a25db0cfad5","matched"
165,"BHATKAWA TEA ESTATE","E-23","Dooars","JALPAIGURI","KALCHINI","Public Ltd Co",783.46,634.47,"ITA","P.O:GAROPARA, P.S:KALCHINI, DIST.JALPAIGURI, WEST BENGAL","03566-240241","manager-bhatkawa@yahoo.com","BHATKAWA TEA INDUSTRIES LTD. SRI SUDARSHAN JALAN","NICCO HOUSE,                 NICCO HOUSE, 6TH FLOOR,                   6TH FLOOR,, 2,HARE STREET                2,HARE STRE, KOLKATA-01                   KOLKATA-01","033-22489916","contact@bhatkawa.com",",","","tact@bhatkawa.com","Kolkata","Bhatkawa Tea Estate","6TH FLOOR, Bhatkawa Tea Estate, Nicco House, 2, Hare St, B.B.D. Bagh, Kolkata, West Bengal 700001","700001","22489916","http://bhatkawatea.com/",22.571455,88.3458035,"ChIJZ5G1tKN3AjoR5UFY8eS_AgI","https://maps.google.com/maps/preview/place/6TH+FLOOR,+Bhatkawa+Tea+Estate,+Nicco+House,+2,+Hare+St,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.571455,88.3458035,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a3b4b59167:0x202bfe4f15841e5","matched"
166,"BHATPARA TEA ESTATE","2579","Dooars","JALPAIGURI","KALCHINI","Public Ltd Co",1251.44,631.97,"ITA","P.O : KALCHINI, DIST.JALPAIGURI, WEST BENGAL","03566-200076","bhatpara@wmg.co.in","MCLEOD RUSSEL INDIA LIMITED","FOUR MANGOE LANE, S.M.GHOSH SARANI, KOLKATA-700001 (W.B)","033-22101221","","MR. RAJEEV TAKRU","033-22101222","rajiv_takru@wmg.co.in","Kolkata","Mcleod Russel India limited","Mcleod Russel India limited, Surendra Mohan Ghosh Sarani, 4, Mangoe Ln, Kolkata, West Bengal 700001","700001","099030 96991","http://www.mcleodrussel.com/",22.569381699999997,88.3511199,"ChIJdcrz16V3AjoRV8_Qg8r4ZXw","https://maps.google.com/maps/preview/place/Mcleod+Russel+India+limited,+Surendra+Mohan+Ghosh+Sarani,+4,+Mangoe+Ln,+Kolkata,+West+Bengal+700001/@22.5693817,88.3511199,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a5d7f3ca75:0x7c65f8ca83d0cf57","matched"
167,"CENTRAL DOOARS TEA ESTATE","N-2","Dooars","JALPAIGURI","KALCHINI","Public Ltd Co",1225.6,761.59,"ITA","P.O : PANABASTI, P.S:KALCHINI, DIST:JALPAIGURI, WEST BENGAL-735226","03566-206015","central-dooars@wmg.co.in","MCLEOD RUSSEL INDIA LIMITED","FOUR MANGOE LANE, S.M.GHOSH SARANI, KOLKATA-1","033-22101222","central-dooars@wmg.co.in","MR. RAJEEV TAKRU","033-22101222","rajiv_takru@wmg.co.in","Kolkata","Mcleod Russel India limited","Mcleod Russel India limited, Surendra Mohan Ghosh Sarani, 4, Mangoe Ln, Kolkata, West Bengal 700001","700001","099030 96991","http://www.mcleodrussel.com/",22.569381699999997,88.3511199,"ChIJdcrz16V3AjoRV8_Qg8r4ZXw","https://maps.google.com/maps/preview/place/Mcleod+Russel+India+limited,+Surendra+Mohan+Ghosh+Sarani,+4,+Mangoe+Ln,+Kolkata,+West+Bengal+700001/@22.5693817,88.3511199,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a5d7f3ca75:0x7c65f8ca83d0cf57","matched"
168,"CHUAPARA TEA ESTATE","N-7","Dooars","JALPAIGURI","KALCHINI","Public Ltd Co",933.64,689.47,"ITA","P.O:KALCHINI, DIST.JALPAIGURI, WEST BENGAL","09933185203","chuapara@wmg.co.in","MCLEOD RUSSEL INDIA LIMITED","FOUR MANGOE LANE, S.M.GHOSH SARANI, KOLKATA-01","033-22101221","c@wmg.co.in","RAJEEV TAKRU","033-22101222","rajiv_takru@wmg.co.in","Kolkata","Mcleod Russel India limited","Mcleod Russel India limited, Surendra Mohan Ghosh Sarani, 4, Mangoe Ln, Kolkata, West Bengal 700001","700001","099030 96991","http://www.mcleodrussel.com/",22.569381699999997,88.3511199,"ChIJdcrz16V3AjoRV8_Qg8r4ZXw","https://maps.google.com/maps/preview/place/Mcleod+Russel+India+limited,+Surendra+Mohan+Ghosh+Sarani,+4,+Mangoe+Ln,+Kolkata,+West+Bengal+700001/@22.5693817,88.3511199,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a5d7f3ca75:0x7c65f8ca83d0cf57","matched"
169,"DIMA TEA ESTATE","J-39","Dooars","JALPAIGURI","KALCHINI","Partnership",956.31,742.82,"ITPA","P.O:KALCHINI, DIST. JALPAIGURI, PIN-735217","03566-240240","","SURAJ GOVIND ESTATES PVT.","LTD., GOVIND BHAWAN, 2,BTM SARANI, KOLKATA-1","033-22254459","surajgovind.patel@gmail.com","SURAJ GOVIND ESTATES PVT.","033-22254459","surajgovind.patel@gmail.com","Kolkata","Surajgovind Estates Pvt Ltd","Surajgovind Estates Pvt Ltd, 2, Brabourne Rd, Radha Bazar, Lal Bazar, Kolkata, West Bengal 700001","700001","080174 45223","",22.573456699999998,88.35136109999999,"ChIJG-t0B6V3AjoRGlQFS7ZCzRI","https://maps.google.com/maps/preview/place/Surajgovind+Estates+Pvt+Ltd,+2,+Brabourne+Rd,+Radha+Bazar,+Lal+Bazar,+Kolkata,+West+Bengal+700001/@22.5734567,88.3513611,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a50774eb1b:0x12cd42b64b05541a","matched"
170,"JAINTI TEA ESTATE","N-18","Dooars","JALPAIGURI","KALCHINI","Public Ltd Co",827.51,411.95,"ITA","P.O-HATIPOTH , DIST - JALPAIGURI.","9775496991","jainti@wmg.co.in","MCLEOD RUSSEL INDIA LIMITED","4, MANGOE LANE S.M. GHOSH, SARANI, KOLKATA-1","03322101221","srinivas_c@wmg.co.in","MCLEOD RUSSEL INDIA LIMITED","03322101221","srinivas_c@wmg.co.in","Kolkata","Mcleod Russel India limited","Mcleod Russel India limited, Surendra Mohan Ghosh Sarani, 4, Mangoe Ln, Kolkata, West Bengal 700001","700001","099030 96991","http://www.mcleodrussel.com/",22.569381699999997,88.3511199,"ChIJdcrz16V3AjoRV8_Qg8r4ZXw","https://maps.google.com/maps/preview/place/Mcleod+Russel+India+limited,+Surendra+Mohan+Ghosh+Sarani,+4,+Mangoe+Ln,+Kolkata,+West+Bengal+700001/@22.5693817,88.3511199,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a5d7f3ca75:0x7c65f8ca83d0cf57","matched"
171,"KALCHINI T E","2532","Dooars","JALPAIGURI","KALCHINI","Proprietorship",1151.75,742.15,"ITA","P.O. KALCHINI,DIST- JALPAIGURI","03566 240213","","BUXA DOOARS TEA CO (I) LTD","OM, PLACE,ASHRAMPARA,SILIGURI","9434086855","","N K BASU","9434086855","buxadoors.teastates@gmail.co","Siliguri","Deesha Trade Endeavours P. Ltd.","Deesha Trade Endeavours P. Ltd., 195, Sukanta Sarani, opp. Bsnl Residential Complex, New Milanpally, Saktigarh, Siliguri, West Bengal 734005","734005","","http://deeshaindiatea.in/",26.7007551,88.41436569999999,"ChIJxUoagNtB5DkR2I-asm2VMdw","https://www.google.com/maps/place/?q=place_id:ChIJxUoagNtB5DkR2I-asm2VMdw","matched"
172,"MADHU TEA ESTATE","55","Dooars","JALPAIGURI","KALCHINI","Proprietorship",451.42,323.08,"TRA","MADHU TEA, ESTATE,P.O.MADHUBAGAN,JALPAIGU, RI","8972631365","","DIABARI TEA CO LTD","MOT CLUB STRTEET 2ND FLOOR, KOLKATA 13","9831155538","","N M KEDIA","9831155538","","Kolkata","Teesta Valley Tea Co. Ltd.","Teesta Valley Tea Co. Ltd., 5 & 7, Netaji Subhas Road, Kolkata, West Bengal 700001","700001","033 2248 8704","http://teestavalley.net/",22.5794218,88.34935519999999,"ChIJJ1GLl7t3AjoRV_89ssF7sJU","https://www.google.com/maps/place/?q=place_id:ChIJJ1GLl7t3AjoRV_89ssF7sJU","matched"
173,"MECHPARA TEA ESTATE","2580","Dooars","JALPAIGURI","KALCHINI","Proprietorship",752.45,516,"ITA","P.O:KALCHINI, DIST. : JALPAIGURI, WEST BENGAL","9233552005","vipinamitagupta@gmail.com","DARJEELING DOOARS","PLANTATIONS (TEA) LTD., 4TH FLOOR,, NICCO HOUSE,, HARE STREET, KOLKATA-1","033-22487908","tea@ddptl.com","DARJEELING DOOARS","033-22487908","tea@ddptl.com","Kolkata","Darjeeling Dooars Plantations Tea Limited","4th Floor, Darjeeling Dooars Plantations Tea Limited, Nicco House, 2, Hare St, Above Canara Bank, B.B.D. Bagh, Kolkata, West Bengal 700001","700001","033 2248 7908","",22.5713318,88.3458527,"ChIJhee-ACZ3AjoRR4JZfTemkLU","https://maps.google.com/maps/preview/place/4th+Floor,+Darjeeling+Dooars+Plantations+Tea+Limited,+Nicco+House,+2,+Hare+St,+Above+Canara+Bank,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5713318,88.3458527,3684a,13.1y/data=!4m2!3m1!1s0x3a02772600bee785:0xb590a6377d598247","matched"
174,"MERICO TEA ESTATE","2531","Dooars","JALPAIGURI","KALCHINI","Public Ltd Co",920.75,602.09,"ITA","P.O:CHINCHULA, P.S:KALCHINI, DIST:JALPAIGURI, WEST BENGAL","03566-200101","merico.tea.estate@gmail.com","SURAJIT BAKSHI","8,CANNING STREET, ROOM NO.203, KOLKATA-1","9831022786","merico.tea.estate@gmail.com","SURAJIT BAKSHI","9831022786","merico.tea.estate@gmail.com","Kolkata","SURAJ TIRKEY BNQ","Q2QM+M8 SURAJ TIRKEY BNQ, Banarhat Tea Garden, West Bengal 735202","735202","","",26.7892324,89.0332923,"ChIJn--jFgCV4zkRoF7sr_gEeZI","https://maps.google.com/maps/preview/place/Q2QM%2BM8+SURAJ+TIRKEY+BNQ,+Banarhat+Tea+Garden,+West+Bengal+735202/@26.7892324,89.0332923,3562a,13.1y/data=!4m2!3m1!1s0x39e3950016a3ef9f:0x927904f8afec5ea0","partial"
175,"RAJAHBHAT TEA ESTATE","E-24","Dooars","JALPAIGURI","KALCHINI","Public Ltd Co",420.53,352.15,"ITA","P.O: RAJAHBHAT T.E, DIST. JALPAIGURI, WEST BENGAL","03566-240230","rb.ncc@alomextrusions.com","SRI AJAY PRAKASH","JHUNJHUNWALA, ALOM HOUSE, 7B,PRETORICA STREET,KOLKATA 7B,P, -71","033-40106789","info@alomextrusions.com","SRI AJAY PRAKASH","033-40106789","info@alomextrusions.com","Kolkata","Political Consultant- Ajay Prakash Sah","Political Consultant- Ajay Prakash Sah, 141/1B, Lenin Sarani Rd, near Indian Overseas Bank, Taltala, Kolkata, West Bengal 700013","700013","090884 98142","http://www.voteniti.in/",22.5623597,88.3612144,"ChIJDY6q4A53AjoRqhePQK56bo0","https://maps.google.com/maps/preview/place/Political+Consultant-+Ajay+Prakash+Sah,+141%2F1B,+Lenin+Sarani+Rd,+near+Indian+Overseas+Bank,+Taltala,+Kolkata,+West+Bengal+700013/@22.5623597,88.3612144,3684a,13.1y/data=!4m2!3m1!1s0x3a02770ee0aa8e0d:0x8d6e7aae408f17aa","partial"
176,"ATINPUR TEA ESTATE","2757","Terai","DARJEELING","PHASIDEWA","Proprietorship",21.406,17.6,"None","POST DEBIJHORA, DIST UTTAR, DINAJPUR","9832097922","","ATINPUR TEA ESTATE","97/1 RAMKRISHANA ROAD,, ASHRAMPARA, SILIGURI","2642877","","ATINPUR TEA ESTATE","2642877","","Siliguri","Kamalpur Tea Estate","Kamalpur Tea Estate, Bagdogra - Panighata Main Rd, Kamal Pur, Uttar Bagdogra, Bagdogra, West Bengal 734014","734014","","https://www.kamalpurteaestate.com/",26.7073474,88.3083501,"ChIJPwx3Y7lI5DkR83BCsvB4NDw","https://www.google.com/maps/place/?q=place_id:ChIJPwx3Y7lI5DkR83BCsvB4NDw","matched"
177,"BIJALIMONI T.E.","545","Terai","DARJEELING","PHASIDEWA","Public Ltd Co",267.09,217.81,"ITPA","P.O. SAHABAD,DIST DARJEELING","9932630201","","NEW TEA CO. LTD.","HINDUSTAN BUILDINGS 4,, C.R.AVENUE ,KOL-72","03322126753","","NEW TEA CO. LTD.","03322126753","","Kolkata","New Tea Company Limited","New Tea Company Limited, Hindustan Building, New Tea Co. Ltd. 4 Chittaranjan Avenue, 2nd Floor, Kolkata, West Bengal 700072","700072","033 2212 6753","http://newteaco.in/",22.5666942,88.3540443,"ChIJUa2UYah3AjoRbbBlPSwv5K8","https://maps.google.com/maps/preview/place/New+Tea+Company+Limited,+Hindustan+Building,+New+Tea+Co.+Ltd.+4+Chittaranjan+Avenue,+2nd+Floor,+Kolkata,+West+Bengal+700072/@22.5666942,88.3540443,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a86194ad51:0xafe42f2c3d65b06d","matched"
