Target Company,Target HQ City,Associated Gardens,Match Status,Found Place Name,Formatted Address,City,PIN Code,Phone,Website,Latitude,Longitude,Rating,Reviews,Category,Place ID,Google Maps URL,Scraped At
"INDONG TEA CO. PVT. LTD.","Kolkata","INDONG TEA ESTATE","matched","Indong Tea Company Limited","Indong Tea Company Limited, Sikkim Commerce House, 4/1, Middleton St, Kankaria Estates, Park Street area, Kolkata, West Bengal 700071","Kolkata","700071","033 4006 3601","http://indongteaco.com/",22.5485722,88.3512777,,,"Corporate office","ChIJ77Vb9xB3AjoRkwxWaJGEYQo","https://maps.google.com/maps/preview/place/Indong+Tea+Company+Limited,+Sikkim+Commerce+House,+4%2F1,+Middleton+St,+Kankaria+Estates,+Park+Street+area,+Kolkata,+West+Bengal+700071/@22.5485722,88.3512777,3685a,13.1y/data=!4m2!3m1!1s0x3a027710f75bb5ef:0xa61849168560c93","2026-09-14T11:33:27.917Z"
"TODI TEA CO. LTD.","Kolkata","MANABARRIE","matched","Todi Tea Company","Todi Tea Company, 114, Rabindra Sarani, Malapara, Santoshpur, Jorabagan, Kolkata, West Bengal 700007","Kolkata","700007",,,22.586793999999998,88.358207,,,"Tea Wholesaler","ChIJCf0ES6V3AjoRviSaRPT-fv0","https://maps.google.com/maps/preview/place/Todi+Tea+Company,+114,+Rabindra+Sarani,+Malapara,+Santoshpur,+Jorabagan,+Kolkata,+West+Bengal+700007/@22.586794,88.358207,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a54b04fd09:0xfd7efef4449a24be","2026-09-14T11:33:31.755Z"
"LUXMI TEA COMPANY LIMITED","Kolkata","MATELLI TEA ESTATE","matched","Luxmi Tea Company Private Limited","Luxmi Tea Company Private Limited, 17, RN Mukherjee Rd, B.B.D. Bagh, Kolkata, West Bengal 700001","Kolkata","700001","033 2248 4437","https://www.luxmitea.in/",22.5703909,88.3516927,4.4,,"Tea Manufacturer","ChIJA6Pf2aV3AjoRTeyZT1y40Yw","https://maps.google.com/maps/preview/place/Luxmi+Tea+Company+Private+Limited,+17,+RN+Mukherjee+Rd,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5703909,88.3516927,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a5d9dfa303:0x8cd1b85c4f99ec4d","2026-09-14T11:33:35.551Z"
"DIPALI DASGUPTA","Kolkata","NEPUCHAPUR TEA ESTATE","matched","Dipali Dasgupta Bari","Dipali Dasgupta Bari, 61, Patwari Para Rd, Patwari Para, Haltu, Kolkata, West Bengal 700075","Kolkata","700075",,,22.4983233,88.39243359999999,,,"Apartment building","ChIJV9Y5QgBxAjoRZS2zZmKlXfs","https://maps.google.com/maps/preview/place/Dipali+Dasgupta+Bari,+61,+Patwari+Para+Rd,+Patwari+Para,+Haltu,+Kolkata,+West+Bengal+700075/@22.4983233,88.3924336,3686a,13.1y/data=!4m2!3m1!1s0x3a0271004239d657:0xfb5da56266b32d65","2026-09-14T11:33:39.104Z"
"SHRI AJOY KUMAR NAHATA","Kolkata","OODLABARI TEA ESTATE","partial","Oodlabari","Oodlabari, RN Mukherjee Rd, Chowringhee North, Bow Barracks, Kolkata, West Bengal 700001","Kolkata","700001","033 2248 1101","https://oodlabari.co.in/Company/AboutUs",22.570344,88.3499701,3,,"Wholesaler","ChIJe6yzIVN2AjoRza9yZc6FWUI","https://www.google.com/maps/place/?q=place_id:ChIJe6yzIVN2AjoRza9yZc6FWUI","2026-09-14T11:33:42.242Z"
"PUTHARJHORA TEA GARDEN","Kolkata","PUTHARJHORA TEA ESTATE","matched","Putharjhora organic tea garden,factory","Putharjhora organic tea garden,factory, TEA GARDEN FACTORY LINE, Patharjhora Tea Garden, West Bengal 735231","Kolkata","735231",,,26.9494567,88.6505813,4.4,,"Tea Manufacturer","ChIJc9HAKsEP5DkRIV3mIJfE1PA","https://www.google.com/maps/place/?q=place_id:ChIJc9HAKsEP5DkRIV3mIJfE1PA","2026-09-14T11:33:45.284Z"
"AMALGAMATED PLANTATIONS","Kolkata","RUNGAMUTTEE TEA ESTATE; DAM DIM","matched","Amalgamated Plantations Pvt. Ltd.","G8RX+3C2 Amalgamated Plantations Pvt. Ltd., 1, Bishop Lefroy Rd, Near Rabindra Sadan METRO Gate, Sreepally, Bhowanipore, Kolkata, West Bengal 700020","Kolkata","700020","033 6605 3750","https://amalgamatedplantations.co.in/",22.540184,88.348784,4.6,,"Tea Manufacturer","ChIJJWKLuuV3AjoR9M2u3qyv0T0","https://maps.google.com/maps/preview/place/G8RX%2B3C2+Amalgamated+Plantations+Pvt.+Ltd.,+1,+Bishop+Lefroy+Rd,+Near+Rabindra+Sadan+METRO+Gate,+Sreepally,+Bhowanipore,+Kolkata,+West+Bengal+700020/@22.540184,88.348784,3685a,13.1y/data=!4m2!3m1!1s0x3a0277e5ba8b6225:0x3dd1afacdeaecdf4","2026-09-14T11:33:47.936Z"
"TOONBARI TEA ESTATE PVT.","Kolkata","TOONBARRIE TEA ESTATE","matched","MarionBari Tea Estate","R72H+VCR MarionBari Tea Estate, Marionbari Tea Garden, West Bengal 734009","Kolkata","734009",,,26.8022262,88.2785083,4.1,14,"Garden","ChIJhaqXvSY25DkRokbxVT_w7bA","https://www.google.com/maps/place/?q=place_id:ChIJhaqXvSY25DkRokbxVT_w7bA","2026-09-14T11:33:51.462Z"
"A.PALCHOUDHURI,NAYANTARA","Kolkata","WASHABARIETEA ESTATE","partial","Kolkata","Kolkata, West Bengal","Kolkata","",,"https://www.kmcgov.in/",22.5743545,88.3628734,,,,"ChIJZ_YISduC-DkRvCxsj-Yw40M","https://maps.google.com/maps/preview/place/Kolkata,+West+Bengal/@22.5743545,88.3628734,3684a,13.1y/data=!4m2!3m1!1s0x39f882db4908f667:0x43e330e68f6c2cbc","2026-09-14T11:33:53.812Z"
"SHASHANK PRASAD","Kolkata","ZURRANTEE TEA","partial","Kolkata","Kolkata, West Bengal","Kolkata","",,"https://www.kmcgov.in/",22.5743545,88.3628734,,,,"ChIJZ_YISduC-DkRvCxsj-Yw40M","https://maps.google.com/maps/preview/place/Kolkata,+West+Bengal/@22.5743545,88.3628734,3684a,13.1y/data=!4m2!3m1!1s0x39f882db4908f667:0x43e330e68f6c2cbc","2026-09-14T11:33:56.330Z"
"AMARPUR TEA PLANTATIONS LTD ALOK CHAMARIA","Kolkata","AMARPUR TEA ESTATE","matched","Halmira Estate Tea Private Limited","Halmira Estate Tea Private Limited, 23, Pankaj Mullick Sarani, near st.lawrence school, Garcha, Ballygunge, Kolkata, West Bengal 700019","Kolkata","700019","033 3502 5701","https://www.halmiratea.com/",22.5288479,88.355651,4.3,,"Tea Manufacturer","ChIJM71Ogi93AjoRcc12reVUb24","https://www.google.com/maps/place/?q=place_id:ChIJM71Ogi93AjoRcc12reVUb24","2026-09-14T11:33:59.388Z"
"DARJEELING DOOARS","Kolkata","KARALA VALLEY TEA ESTATE; MECHPARA TEA ESTATE","matched","Darjeeling Dooars Plantations Tea Limited","4th Floor, Darjeeling Dooars Plantations Tea Limited, Nicco House, 2, Hare St, Above Canara Bank, B.B.D. Bagh, Kolkata, West Bengal 700001","Kolkata","700001","033 2248 7908",,22.5713318,88.3458527,4.1,32,"Tea Manufacturer","ChIJhee-ACZ3AjoRR4JZfTemkLU","https://maps.google.com/maps/preview/place/4th+Floor,+Darjeeling+Dooars+Plantations+Tea+Limited,+Nicco+House,+2,+Hare+St,+Above+Canara+Bank,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5713318,88.3458527,3684a,13.1y/data=!4m2!3m1!1s0x3a02772600bee785:0xb590a6377d598247","2026-09-14T11:34:02.370Z"
"SARASWATIPUR TEA &","Kolkata","SARASWATIPUR T.E","matched","Saraswatipur Tea Resort","QH42+28 Saraswatipur Tea Resort, Unnamed Road, Saraswatipur Tea Estate, Junglee Mohal, West Bengal 734008","Kolkata","734008","081005 77114","http://www.saraswatipurtearesort.com/",26.7540366,88.55098819999999,4.3,292,"Hotel","ChIJwxqeNsVr5DkR679x2wgFbdM","https://maps.google.com/maps/preview/place/QH42%2B28+Saraswatipur+Tea+Resort,+Unnamed+Road,+Saraswatipur+Tea+Estate,+Junglee+Mohal,+West+Bengal+734008/@26.7540366,88.5509882,3563a,13.1y/data=!4m2!3m1!1s0x39e46bc5369e1ac3:0xd36d0508db71bfeb","2026-09-14T11:34:05.138Z"
"ANDREW YULE & COMPANY LIMITED","Kolkata","BANARHAT; CHOONABHUTTI TEA ESTATE; KARBALA TEA ESTATE; NEW DOOARS; MIM","partial","ANDREW YULE & CO.LTD.","ANDREW YULE & CO.LTD., Yule House, 8, Dr Rajendra Prasad Sarani, China Bazar, B.B.D. Bagh, Kolkata, West Bengal 700001","Kolkata","700001","033 2242 7722","http://www.andrewyule.com/",22.5786953,88.35042519999999,4.5,48,"Manufacturer","ChIJH_yxC7t3AjoRPdMcq3c5JHY","https://www.google.com/maps/place/?q=place_id:ChIJH_yxC7t3AjoRPdMcq3c5JHY","2026-09-14T11:34:07.506Z"
"BHOGOTPUR TEA CO.LTD","Kolkata","BHOGATPORE TEA ESTATE","matched","Bhagatpur Tea Co Ltd","Bhagatpur Tea Co Ltd, 11, RN Mukherjee Rd, B.B.D. Bagh, Kolkata, West Bengal 700001","Kolkata","700001","091633 02244","http://www.bhagatpurtea.com/",22.5708624,88.3513948,4,,"Tea store","ChIJA6Pf2aV3AjoR3cG0P-rmJAk","https://maps.google.com/maps/preview/place/Bhagatpur+Tea+Co+Ltd,+11,+RN+Mukherjee+Rd,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5708624,88.3513948,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a5d9dfa303:0x924e6ea3fb4c1dd","2026-09-14T11:34:09.809Z"
"BINAGURI TEA CO. PVT.LTD.","Kolkata","BINAGURI TEA ESTATE; MORAGHAT TEA ESTATE","matched","Binaguri Tea Co Pvt Ltd","Binaguri Tea Co Pvt Ltd, 238 A, AJC Bose Rd, Sreepally, Ballygunge, Kolkata, West Bengal 700020","Kolkata","700020",,,22.5413157,88.3485997,3,,"Store","ChIJna9XCxZ3AjoROm_ZtdJZNSA","https://maps.google.com/maps/preview/place/Binaguri+Tea+Co+Pvt+Ltd,+238+A,+AJC+Bose+Rd,+Sreepally,+Ballygunge,+Kolkata,+West+Bengal+700020/@22.5413157,88.3485997,3685a,13.1y/data=!4m2!3m1!1s0x3a0277160b57af9d:0x203559d2b5d96f3a","2026-09-14T11:34:13.031Z"
"BASU TEA PRIVATE LTD","Kolkata","CARRON TEA ESTATE","matched","BASU TEA STALL","BASU TEA STALL, Sapuipara, Ghosh Para, Howrah, West Bengal 711227","Kolkata","711227",,,22.6401549,88.3214751,4,2,"Tea store","ChIJuXxRncuC-DkRR_l_CuHPm-w","https://www.google.com/maps/place/?q=place_id:ChIJuXxRncuC-DkRR_l_CuHPm-w","2026-09-14T11:34:22.559Z"
"RAJENDRA PRASAD TIWARI","Kolkata","CHAMURCHI TEA ESTATE","partial","Cardiology opd R G Kar MCH","Cardiology opd R G Kar MCH, 01, Khudiram Bose Sarani, Bidhan Sarani, Belgachia, Kolkata, West Bengal 700004","Kolkata","700004","033 2555 7675","http://www.rgkarmch.org/",22.603514099999998,88.37749889999999,3.8,,"Hospital","ChIJy0zZypV3AjoRZOo__aflVeM","https://www.google.com/maps/place/?q=place_id:ChIJy0zZypV3AjoRZOo__aflVeM","2026-09-14T11:34:26.001Z"
"CHENGMARI TEA CO. LTD.","Kolkata","CHENGMARI","matched","Chengmari Tea Company Limited","Chengmari Tea Company Limited, 37, Kala Mandir,, Shakespeare Sarani, Mullick Bazar, Park Street area, Kolkata, West Bengal 700017","Kolkata","700017","033 2287 9834","https://chengmari.com/",22.544779,88.358255,4.4,,"Tea Manufacturer","ChIJZc2jth53AjoRKqrIlKYbE98","https://maps.google.com/maps/preview/place/Chengmari+Tea+Company+Limited,+37,+Kala+Mandir,,+Shakespeare+Sarani,+Mullick+Bazar,+Park+Street+area,+Kolkata,+West+Bengal+700017/@22.544779,88.358255,3685a,13.1y/data=!4m2!3m1!1s0x3a02771eb6a3cd65:0xdf131ba694c8aa2a","2026-09-14T11:34:29.453Z"
"H.V. KEJRIWAL","Kolkata","GHATIA TEA ESTATE","partial","Kejriwal Castings Limited","14th Floor, Kejriwal Castings Limited, Tower - 2, DN 62, Salt Lake Bypass, DN Block, Sector V, Bidhannagar, Kolkata, West Bengal 700091","Kolkata","700091","033 4801 6753","https://www.kejriwalcastings.com/",22.5767544,88.4311097,4.3,15,"Manufacturer","ChIJgyNwSA53AjoRcfUwEI3vXjM","https://www.google.com/maps/place/?q=place_id:ChIJgyNwSA53AjoRcfUwEI3vXjM","2026-09-14T11:34:32.183Z"
"WEST BENGAL TEA","Kolkata","HILLA; PANDAM; RUNGMOOK/CEDARS TEA ESTATE; MOHUA","matched","Bengal Tea & Fabrics Limited","4th floor, Bengal Tea & Fabrics Limited, Century Tower, 45, Shakespeare Sarani, opposite Kala Mandir, Mullick Bazar, Park Street area, Kolkata, West Bengal 700017","Kolkata","700017","033 2283 6416","http://www.bengaltea.com/",22.544356,88.359584,4.9,8,"Tea Manufacturer","ChIJfUyjlB53AjoRZjL6zA2fa50","https://www.google.com/maps/place/?q=place_id:ChIJfUyjlB53AjoRZjL6zA2fa50","2026-09-14T11:34:35.386Z"
"V.MANDAL","Kolkata","HOPE TEA GARDEN","partial","Mandal villa","93/1, Mandal villa, Dr Meghnad Saha Rd, Lakshminagar, Dum Dum, Kolkata, West Bengal 700074","Kolkata","700074",,,22.624890999999998,88.40637459999999,5,1,"Apartment building","ChIJs3ToCwCf-DkRjCdI6QfDl3o","https://www.google.com/maps/place/?q=place_id:ChIJs3ToCwCf-DkRjCdI6QfDl3o","2026-09-14T11:34:38.262Z"
"QUALITY TEA PRODUCING CO. PVT. LTD.","Kolkata","KURTI TEA ESTATE; NAGRAKATA TEA ESTATE","matched","Quality Tea Plantations P Ltd","Quality Tea Plantations P Ltd, 24, Hemanta Basu Sarani, Lal Dighi, B.B.D. Bagh, Kolkata, West Bengal 700062","Kolkata","700062","033 2230 8994",,22.5699659,88.3495671,5,2,"Tea store","ChIJqwsrO6R3AjoRilH04_T-QQk","https://maps.google.com/maps/preview/place/Quality+Tea+Plantations+P+Ltd,+24,+Hemanta+Basu+Sarani,+Lal+Dighi,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700062/@22.5699659,88.3495671,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a43b2b0bab:0x941fef4e3f4518a","2026-09-14T11:34:42.075Z"
"BIJOYNAGAR TEA CO. LTD","Kolkata","MOGULKATA TEA ESTATE; BIJOYNAGAR T.E.","matched","Diana Tea Company Limited","4th Floor, Diana Tea Company Limited, SIR RNM House, 3/B, Lal Bazar St, Lal Bazar, Kolkata, West Bengal 700001","Kolkata","700001","033 2248 8672","http://dianatea.in/",22.571953,88.35202,3.7,15,"Tea Manufacturer","ChIJrz92paV3AjoRgq3T0Eb5lA8","https://www.google.com/maps/place/?q=place_id:ChIJrz92paV3AjoRgq3T0Eb5lA8","2026-09-14T11:34:45.754Z"
"OCTIVIOUS TEA & INDIA LTD.","Kolkata","NYA SYLEE; SYLEE","matched","Octavius Tea & Industries Ltd.","Octavius Tea & Industries Ltd., 2, Transport Depot Rd, Alipore Mint Colony, Alipore, Kolkata, West Bengal 700088","Kolkata","700088",,"https://www.octavius.in/",22.5216741,88.3077244,2.6,9,"Tea store","ChIJ3fhQdvR5AjoRpnZR_PBK__Q","https://maps.google.com/maps/preview/place/Octavius+Tea+%26+Industries+Ltd.,+2,+Transport+Depot+Rd,+Alipore+Mint+Colony,+Alipore,+Kolkata,+West+Bengal+700088/@22.5216741,88.3077244,3686a,13.1y/data=!4m2!3m1!1s0x3a0279f47650f8dd:0xf4ff4af0fc5176a6","2026-09-14T11:34:48.373Z"
"ASHOK KUMAR BANSAL","Kolkata","RHEABARI TEA ESTATE","matched","Ashok Kumar Bansal & Associates","Ashok Kumar Bansal & Associates, K-10-A, KRISHNA PURI, Jhalana, Brij Mohan Marg, Sector 12, Malviya Nagar, Jaipur, Rajasthan 302017","Kolkata","302017","098280 20548",,26.845371399999998,75.8082665,4.1,48,"Law firm","ChIJvR8qbSW3bTkRXwV1MvN7AGY","https://www.google.com/maps/place/?q=place_id:ChIJvR8qbSW3bTkRXwV1MvN7AGY","2026-09-14T11:34:52.153Z"
"MAHANADI TEA COMPANY PVT.","Kolkata","MOHAN MAJHUA TEA ESTATE; GOOMTEE TEA ESTATE","matched","Victoria Tea Company","1, Ground Floor, Victoria Tea Company, Martin Burn House, Head Quarter, RN Mukherjee Rd, opposite Lal Bazar, Lal Bazar, Kolkata, West Bengal 700001","Kolkata","700001","033 2210 7383","http://www.nectartea.in/",22.572442499999998,88.3516444,4.8,110,"Tea Wholesaler","ChIJA6Pf2aV3AjoR3J6chG-IcWM","https://www.google.com/maps/place/?q=place_id:ChIJA6Pf2aV3AjoR3J6chG-IcWM","2026-09-14T11:34:54.722Z"
"SOMBARIA CO LTD","Kolkata","UPPER FAGU","partial","Shakambhari Ispat & Power Limited","Shakambhari Ispat & Power Limited, Diamond Prestige 41A, A. J. C. Bose Road Room No. 801, 8th Floor, Kolkata, West Bengal 700017","Kolkata","700017","033 6625 5252","http://www.shakambhariispat.com/",22.550933,88.3625677,4.3,,"Manufacturer","ChIJIdQ-WR13AjoREd8w8boXwdk","https://www.google.com/maps/place/?q=place_id:ChIJIdQ-WR13AjoREd8w8boXwdk","2026-09-14T11:34:58.625Z"
"DARJEELING ORGANIC TEA","Kolkata","AMBOOTIA TEA ESTATE; NURBONG TEA ESTATE; NAGRI","matched","Darjeeling Organictea Estates Private Limited.","Darjeeling Organictea Estates Private Limited., 4A, Camac St, Kankaria Estates, Elgin, Kolkata, West Bengal 700071","Kolkata","700071",,,22.5461514,88.3525057,1,,"Real estate agency","ChIJAQCQrRB3AjoRB2vc3jg_S8c","https://maps.google.com/maps/preview/place/Darjeeling+Organictea+Estates+Private+Limited.,+4A,+Camac+St,+Kankaria+Estates,+Elgin,+Kolkata,+West+Bengal+700071/@22.5461514,88.3525057,3685a,13.1y/data=!4m2!3m1!1s0x3a027710ad900001:0xc74b3f38dedc6b07","2026-09-14T11:35:01.084Z"
"AMGOORIE INDIA LIMITED","Kolkata","CASTLETON TEA GARDEN; SPRINGSIDE; DILARAM; EDENVALE; MARGARET'S HOPE","matched","Goodricke Group Limited","Goodricke Group Limited, 14, Gurusaday Dutta Rd, Beck Bagan, Ballygunge, Kolkata, West Bengal 700019","Kolkata","700019","033 2287 3067","https://www.goodricketea.com/",22.5353048,88.36169489999999,4.3,,"Tea Manufacturer","ChIJ7V-kwCB3AjoRm_bV8GLZkww","https://maps.google.com/maps/preview/place/Goodricke+Group+Limited,+14,+Gurusaday+Dutta+Rd,+Beck+Bagan,+Ballygunge,+Kolkata,+West+Bengal+700019/@22.5353048,88.3616949,3685a,13.1y/data=!4m2!3m1!1s0x3a027720c0a45fed:0xc93d962f0d5f69b","2026-09-14T11:35:03.618Z"
"K.D. SINGH","Kolkata","DOOTERIAH TEA ESTATE; KALEJ VALLEY TEA ESTATE","matched","K.D.SINGH ENTERPRISE","20/1/1N, K.D.SINGH ENTERPRISE, Ballygunge Station Rd, Golpark, Fern Place, Gariahat, Kolkata, West Bengal 700019","Kolkata","700019","082400 66731",,22.5183334,88.3709547,,,"Car leasing service","ChIJX3cH1e53AjoRIBOGvObx3R4","https://maps.google.com/maps/preview/place/20%2F1%2F1N,+K.D.SINGH+ENTERPRISE,+Ballygunge+Station+Rd,+Golpark,+Fern+Place,+Gariahat,+Kolkata,+West+Bengal+700019/@22.5183334,88.3709547,3686a,13.1y/data=!4m2!3m1!1s0x3a0277eed507775f:0x1eddf1e6bc861320","2026-09-14T11:35:07.428Z"
"JOGMAYA TEA ESTATE PVT. LTD.","Kolkata","JOGMAYA TEA ESTATE","matched","JOGMAYA TEA FACTORY","V85C+3HQ JOGMAYA TEA FACTORY, Gayabari, West Bengal 734223","Kolkata","734223",,,26.857706099999998,88.32147119999999,4.2,23,"Tea Manufacturer","ChIJY_bR1F835DkR41_7hzklE3A","https://www.google.com/maps/place/?q=place_id:ChIJY_bR1F835DkR41_7hzklE3A","2026-09-14T11:35:10.435Z"
"JUTE & STORES LTD.","Kolkata","JUNGPANA; MAHALDERAM","matched","Jute & Stores Ltd","Jute & Stores Ltd, 28/1, Shakespeare Sarani, Elgin, Kolkata, West Bengal 700017","Kolkata","700017",,,22.5438938,88.3553828,,,,"ChIJs0Copxl3AjoRQ82gwceOlks","https://maps.google.com/maps/preview/place/Jute+%26+Stores+Ltd,+28%2F1,+Shakespeare+Sarani,+Elgin,+Kolkata,+West+Bengal+700017/@22.5438938,88.3553828,3685a,13.1y/data=!4m2!3m1!1s0x3a027719a7a840b3:0x4b968ec7c1a0cd43","2026-09-14T11:35:13.538Z"
"LONGVIEW TEA & AGRO LIMITED","Kolkata","LONGVIEW TE","matched","Longview Tea & Agro Limited","Longview Tea & Agro Limited, 51, Shakespeare Sarani, Park Circus, Park Street area, Kolkata, West Bengal 700017","Kolkata","700017",,,22.5442189,88.360806,,,,"ChIJHbthXB53AjoRid4uUdcB0ac","https://maps.google.com/maps/preview/place/Longview+Tea+%26+Agro+Limited,+51,+Shakespeare+Sarani,+Park+Circus,+Park+Street+area,+Kolkata,+West+Bengal+700017/@22.5442189,88.360806,3685a,13.1y/data=!4m2!3m1!1s0x3a02771e5c61bb1d:0xa7d101d7512ede89","2026-09-14T11:35:17.110Z"
"MR. SANJAY BANSAL","Kolkata","MONTEVIOT TEA ESTATE; MOONDAKOTEE TEA ESTATE; MULLOTAR TEA ESTATE; SEPOYDHOORAH TEA ESTATE; SIVITAR TEA ESTATE; HAPPY VALLEY TEA ESTATE","partial","Bansal Medical Services – Diagnostic Centre in Ekbalpur, Kolkata","Bansal Medical Services – Diagnostic Centre in Ekbalpur, Kolkata, Rampuria House, 57/2F, Diamond Harbour Rd, Naptani Bagan, Mominpore, Kolkata, West Bengal 700023","Kolkata","700023","084201 09409","http://www.bansalmedical.com/",22.5309734,88.3261703,4.2,620,"Medical diagnostic imaging center","ChIJmy1rV1h3AjoRRJYSWx77_v4","https://www.google.com/maps/place/?q=place_id:ChIJmy1rV1h3AjoRRJYSWx77_v4","2026-09-14T11:35:20.002Z"
"SRI D.PODDAR & SRI MANOJ","Kolkata","POBONG TEA ESTATE","partial","Poddar And Poddar","4d, Poddar And Poddar, 99, Karaya Rd, Lower Range, Beck Bagan, Ballygunge, Kolkata, West Bengal 700019","Kolkata","700019",,,22.538876,88.3623831,4.1,,"Chartered accountant","ChIJzR05DCB3AjoRcsb6HuO1Jtk","https://www.google.com/maps/place/?q=place_id:ChIJzR05DCB3AjoRcsb6HuO1Jtk","2026-09-14T11:35:23.042Z"
"UNITED NATUREX DOT COM (P) LTD","Kolkata","POTONG","partial","Nature Technologies Pvt Ltd | Software Development Company","13th Floor, Nature Technologies Pvt Ltd | Software Development Company, SRIJAN CORPORATE PARK, PS, GP Block, Sector V, Bidhannagar, Kolkata, West Bengal 700091","Kolkata","700091","033 4004 1637",,22.568776,88.434192,4.4,28,"Software company","ChIJu42oy-Z1AjoRXEFJv8Lvq6w","https://www.google.com/maps/place/?q=place_id:ChIJu42oy-Z1AjoRXEFJv8Lvq6w","2026-09-14T11:35:26.761Z"
"THE PEERLESS TEA &","Kolkata","SELIMHILL","partial","Ego Bar - The Peerless Inn","H972+2HF Ego Bar - The Peerless Inn, Peerless Inn Hotel, 12, Jawaharlal Nehru Road, New Market Area, Dharmatala, Taltala, Esplanade, Kolkata, West Bengal 700013","Kolkata","700013","033 4400 3900",,22.5625502,88.3514098,4.2,979,"Bar","ChIJ76z5Eal3AjoRf_WHNN5-kxc","https://www.google.com/maps/place/?q=place_id:ChIJ76z5Eal3AjoRf_WHNN5-kxc","2026-09-14T11:35:31.282Z"
"SINGELL TEA &AGRICULTURAL","Kolkata","SINGELL TEA ESTATE","matched","Singell Tea Bungalow","Singell Tea Bungalow, Singel Tea Garden, Kurseong, West Bengal 734220","Kolkata","734220","098313 75612",,26.893857999999998,88.27588279999999,5,,"Farmstay","ChIJBfiQ0QUx5DkRh6BPk9GTy9o","https://www.google.com/maps/place/?q=place_id:ChIJBfiQ0QUx5DkRh6BPk9GTy9o","2026-09-14T11:35:33.814Z"
"SRI A.KANORIA & S.KANORIA","Kolkata","TINDHARIA TEA ESTATE","partial","Kanoria House","House, 8/5, Kanoria House, Kanoria, 3, Alipore Rd, Alipore, Kolkata, West Bengal 700027","Kolkata","700027",,,22.5321495,88.3284694,3.5,,"Housing complex","ChIJQ5YKyBt3AjoRS9JohPEPkFM","https://www.google.com/maps/place/?q=place_id:ChIJQ5YKyBt3AjoRS9JohPEPkFM","2026-09-14T11:35:36.652Z"
"RAM KISHORE BANSAL","Kolkata","ARYA TEA ESTATE","partial","Bansal Medical Services – Diagnostic Centre in Ekbalpur, Kolkata","Bansal Medical Services – Diagnostic Centre in Ekbalpur, Kolkata, Rampuria House, 57/2F, Diamond Harbour Rd, Naptani Bagan, Mominpore, Kolkata, West Bengal 700023","Kolkata","700023","084201 09409","http://www.bansalmedical.com/",22.5309734,88.3261703,4.2,,"Medical diagnostic imaging center","ChIJmy1rV1h3AjoRRJYSWx77_v4","https://maps.google.com/maps/preview/place/Bansal+Medical+Services+%E2%80%93+Diagnostic+Centre+in+Ekbalpur,+Kolkata,+Rampuria+House,+57%2F2F,+Diamond+Harbour+Rd,+Naptani+Bagan,+Mominpore,+Kolkata,+West+Bengal+700023/@22.5309734,88.3261703,3685a,13.1y/data=!4m2!3m1!1s0x3a027758576b2d9b:0xfefefb1e5b129644","2026-09-14T11:35:39.356Z"
"B.D. TEA ESTATES PVT. LTD.","Kolkata","BANNOCKBURN TEA ESTATE; PHOOBSERING TEA ESTATE; TUKDAH TEA ESTATE","matched","Halmira Estate Tea Private Limited","Halmira Estate Tea Private Limited, 23, Pankaj Mullick Sarani, near st.lawrence school, Garcha, Ballygunge, Kolkata, West Bengal 700019","Kolkata","700019","033 3502 5701","https://www.halmiratea.com/",22.5288479,88.355651,4.3,,"Tea Manufacturer","ChIJM71Ogi93AjoRcc12reVUb24","https://www.google.com/maps/place/?q=place_id:ChIJM71Ogi93AjoRcc12reVUb24","2026-09-14T11:35:42.931Z"
"BD TEA ESTATE PVT. LTD.","Kolkata","GING TEA ESTATE","matched","Halmira Estate Tea Private Limited","Halmira Estate Tea Private Limited, 23, Pankaj Mullick Sarani, near st.lawrence school, Garcha, Ballygunge, Kolkata, West Bengal 700019","Kolkata","700019","033 3502 5701","https://www.halmiratea.com/",22.5288479,88.355651,4.3,15,"Tea Manufacturer","ChIJM71Ogi93AjoRcc12reVUb24","https://www.google.com/maps/place/?q=place_id:ChIJM71Ogi93AjoRcc12reVUb24","2026-09-14T11:35:47.188Z"
"DLX LIMITED","Kolkata","GLENBURN TEA ESTATE","matched","DLX Limited","DLX Limited, Kanak Building, Kanak Tower, 41, Jawaharlal Nehru Rd, Park Street area, Kolkata, West Bengal 700071","Kolkata","700071","033 2288 3970",,22.5499021,88.3492047,5,,"Tea Manufacturer","ChIJWyi-lhF3AjoRMDCeofbdfLo","https://maps.google.com/maps/preview/place/DLX+Limited,+Kanak+Building,+Kanak+Tower,+41,+Jawaharlal+Nehru+Rd,+Park+Street+area,+Kolkata,+West+Bengal+700071/@22.5499021,88.3492047,3685a,13.1y/data=!4m2!3m1!1s0x3a02771196be285b:0xba7cddf6a19e3030","2026-09-14T11:35:49.702Z"
