phone,client,garden,source,confidence,send_decision,notes,email,imported
9435136191,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954046364,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435184616,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435181566,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435180827,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954113528,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435070357,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9864556130,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9831825340,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9854368720,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9854019388,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9678728218,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435415546,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435474454,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435172025,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435142306,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435052182,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9401627032,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435580240,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435030626,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435039582,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435175918,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435150295,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435515561,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435133125,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9854093412,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435508927,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435199931,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9831924111,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9613256964,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9957004641,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435344605,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435030458,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9854439587,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9401186742,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435033825,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435433558,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9678380680,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435040611,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435735898,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9957421622,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9868958425,ASSAM.,ASSAM.,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9707076375,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435378374,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435059050,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435724409,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9859919819,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435150930,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435245790,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435475049,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435506388,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435206577,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435184301,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435158782,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954125396,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9859952215,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435527264,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435179670,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9401176390,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435053600,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9957206739,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9903030160,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435175088,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9831896643,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435091043,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9401031473,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435009147,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9957109064,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435338050,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954473941,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435293585,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9831159173,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
8011821620,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9613861414,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435171539,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9830040980,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9436603061,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9436000027,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435053809,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435703174,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
8011400425,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
8822533881,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9957008453,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9831152391,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435184919,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435007278,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435597249,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435724545,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435745339,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435908142,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
8011670354,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435330119,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435132017,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435178808,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435526991,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9401024803,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9859950569,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954050017,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954544790,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9864225952,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9613850269,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9957766947,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435292315,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9957060774,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435293626,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435030732,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9830012233,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435739507,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435139702,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435053554,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9831483093,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9859937195,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9859100949,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435727096,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435461117,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435079099,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9836393772,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435130013,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9207046222,"LETEKUJAN POST,GOLAGHAT C","LETEKUJAN POST,GOLAGHAT C",Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435182159,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435804926,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
7896284510,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435562634,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435177225,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435179062,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435031779,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9854823940,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435058445,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435450907,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435050547,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9401326308,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9864015568,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435908715,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9613850465,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
7399911440,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9508209630,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435034681,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9830392355,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9613768651,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435031403,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9859350550,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435091349,ASSAM,ASSAM,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9854812876,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9831008542,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435035577,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
7399259837,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435227329,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435727329,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435053992,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9831171719,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9854384724,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435031450,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435749958,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954910339,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9854852587,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435839176,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435030011,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435085469,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
8822565079,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435135832,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
7896698216,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435132916,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9830086837,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9831462106,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435031800,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9830380476,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9707031264,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9864041555,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435032677,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435700231,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9330160950,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9831387320,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9401455862,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435108517,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954214299,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435106515,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9854820705,785,785,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9854193022,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435092302,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9577075792,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9401037473,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9864397908,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435055792,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435339955,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9854082536,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9854082539,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954225152,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9831007736,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435085156,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435245225,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435514630,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435537174,ASSAM.,ASSAM.,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9401283344,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435873538,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435139071,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435158429,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9508180691,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9401093553,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435357401,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435334849,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435090986,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9831060950,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435054243,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9401540903,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435506246,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435736269,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9903950088,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435053961,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9401254759,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435745697,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9748782869,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954666384,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435349548,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435058503,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9707629951,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435332285,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435162653,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435336873,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9883611101,ASSAM. C,ASSAM. C,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9678004787,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435031097,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435181626,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435088605,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435092538,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
8011684624,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435543839,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954144699,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
